,Board State,Score,Best Move,Depth
3479,"((-1, 0, 0), (1, 0, 1), (-1, 1, -1))",2,"(1, 1)",6
3480,"((-1, 0, 0), (1, 0, 1), (-1, 1, 0))",-2,"(1, 1)",5
3481,"((-1, 0, 0), (1, 0, 1), (-1, -1, 1))",2,"(0, 1)",6
3482,"((-1, 0, 0), (1, 0, 1), (-1, 0, 1))",2,"(0, 1)",5
3483,"((-1, 0, 0), (1, 0, 1), (-1, 0, 0))",2,"(0, 2)",4
3484,"((-1, 0, 0), (1, 0, 1), (1, -1, -1))",2,"(1, 1)",6
3485,"((-1, 0, 0), (1, 0, 1), (1, -1, 0))",-2,"(1, 1)",5
3486,"((-1, 0, 0), (1, 0, 1), (0, -1, 1))",2,"(0, 1)",5
3487,"((-1, 0, 0), (1, 0, 1), (0, -1, 0))",2,"(0, 2)",4
3488,"((-1, 0, 0), (1, 0, 1), (1, 0, -1))",-2,"(1, 1)",5
3489,"((-1, 0, 0), (1, 0, 1), (0, 1, -1))",-2,"(1, 1)",5
3490,"((-1, 0, 0), (1, 0, 1), (0, 0, -1))",2,"(1, 1)",4
3491,"((-1, 0, 0), (1, 0, 1), (0, 0, 0))",-2,"(1, 1)",3
3492,"((-1, -1, 0), (1, -1, 0), (1, 1, 0))",2,"(2, 2)",6
3493,"((-1, -1, 0), (1, 0, -1), (1, 1, 0))",2,"(0, 2)",6
3494,"((-1, -1, 0), (1, 0, 0), (1, 1, -1))",-2,"(0, 2)",6
3495,"((-1, -1, 0), (1, 0, 0), (1, 1, 0))",-2,"(0, 2)",5
3496,"((-1, -1, 0), (1, -1, 0), (1, 0, 1))",2,"(2, 1)",6
3497,"((-1, -1, 0), (1, 0, -1), (1, 0, 1))",2,"(0, 2)",6
3498,"((-1, -1, 0), (1, 0, 0), (1, -1, 1))",-2,"(0, 2)",6
3499,"((-1, -1, 0), (1, 0, 0), (1, 0, 1))",-2,"(0, 2)",5
3500,"((-1, -1, 0), (1, 0, 0), (1, 0, 0))",-2,"(0, 2)",4
3501,"((-1, 0, -1), (1, -1, 0), (1, 1, 0))",2,"(2, 2)",6
3502,"((-1, 0, -1), (1, 0, -1), (1, 1, 0))",2,"(2, 2)",6
3503,"((-1, 0, -1), (1, 0, 0), (1, 1, -1))",-2,"(0, 1)",6
3504,"((-1, 0, -1), (1, 0, 0), (1, 1, 0))",-2,"(0, 1)",5
3505,"((-1, 0, -1), (1, -1, 0), (1, 0, 1))",2,"(2, 1)",6
3506,"((-1, 0, -1), (1, 0, -1), (1, 0, 1))",2,"(2, 1)",6
3507,"((-1, 0, -1), (1, 0, 0), (1, -1, 1))",0,"(0, 1)",6
3508,"((-1, 0, -1), (1, 0, 0), (1, 0, 1))",-2,"(0, 1)",5
3509,"((-1, 0, -1), (1, 0, 0), (1, 0, 0))",-2,"(0, 1)",4
3510,"((-1, 0, 0), (1, -1, -1), (1, 1, 0))",2,"(2, 2)",6
3511,"((-1, 0, 0), (1, -1, 0), (1, 1, 0))",-2,"(2, 2)",5
3512,"((-1, 0, 0), (1, -1, -1), (1, 0, 1))",2,"(2, 1)",6
3513,"((-1, 0, 0), (1, -1, 0), (1, -1, 1))",0,"(0, 1)",6
3514,"((-1, 0, 0), (1, -1, 0), (1, 0, 1))",0,"(2, 1)",5
3515,"((-1, 0, 0), (1, -1, 0), (1, 0, 0))",0,"(2, 2)",4
3516,"((-1, 0, 0), (1, 0, -1), (1, 1, -1))",-2,"(0, 1)",6
3517,"((-1, 0, 0), (1, 0, -1), (1, 1, 0))",-2,"(2, 2)",5
3518,"((-1, 0, 0), (1, 0, -1), (1, -1, 1))",0,"(0, 1)",6
3519,"((-1, 0, 0), (1, 0, -1), (1, 0, 1))",0,"(2, 1)",5
3520,"((-1, 0, 0), (1, 0, -1), (1, 0, 0))",0,"(0, 2)",4
3521,"((-1, 0, 0), (1, 0, 0), (1, -1, 1))",-2,"(0, 1)",5
3522,"((-1, 0, 0), (1, 0, 0), (1, -1, 0))",2,"(1, 1)",4
3523,"((-1, 0, 0), (1, 0, 0), (1, 1, -1))",-2,"(0, 1)",5
3524,"((-1, 0, 0), (1, 0, 0), (1, 0, -1))",2,"(1, 1)",4
3525,"((-1, 0, 0), (1, 0, 0), (1, 0, 0))",-2,"(0, 1)",3
3526,"((-1, -1, 0), (1, -1, 0), (0, 1, 1))",2,"(0, 2)",6
3527,"((-1, -1, 0), (1, 0, -1), (0, 1, 1))",2,"(2, 0)",6
3528,"((-1, -1, 0), (1, 0, 0), (-1, 1, 1))",0,"(0, 2)",6
3529,"((-1, -1, 0), (1, 0, 0), (0, 1, 1))",-2,"(0, 2)",5
3530,"((-1, -1, 0), (1, 0, 0), (0, 1, 0))",2,"(0, 2)",4
3531,"((-1, 0, -1), (1, -1, 0), (0, 1, 1))",2,"(2, 0)",6
3532,"((-1, 0, -1), (1, 0, -1), (0, 1, 1))",2,"(0, 1)",6
3533,"((-1, 0, -1), (1, 0, 0), (-1, 1, 1))",-2,"(0, 1)",6
3534,"((-1, 0, -1), (1, 0, 0), (0, 1, 1))",-2,"(0, 1)",5
3535,"((-1, 0, -1), (1, 0, 0), (0, 1, 0))",-2,"(0, 1)",4
3536,"((-1, 0, 0), (1, -1, -1), (0, 1, 1))",2,"(2, 0)",6
3537,"((-1, 0, 0), (1, -1, 0), (-1, 1, 1))",0,"(0, 2)",6
3538,"((-1, 0, 0), (1, -1, 0), (0, 1, 1))",0,"(2, 0)",5
3539,"((-1, 0, 0), (1, -1, 0), (0, 1, 0))",0,"(2, 2)",4
3540,"((-1, 0, 0), (1, 0, -1), (-1, 1, 1))",0,"(0, 1)",6
3541,"((-1, 0, 0), (1, 0, -1), (0, 1, 1))",0,"(2, 0)",5
3542,"((-1, 0, 0), (1, 0, -1), (0, 1, 0))",0,"(0, 1)",4
3543,"((-1, 0, 0), (1, 0, 0), (-1, 1, 1))",-2,"(0, 2)",5
3544,"((-1, 0, 0), (1, 0, 0), (-1, 1, 0))",2,"(1, 1)",4
3545,"((-1, 0, 0), (1, 0, 0), (0, 1, -1))",2,"(1, 1)",4
3546,"((-1, 0, 0), (1, 0, 0), (0, 1, 0))",-2,"(0, 2)",3
3547,"((-1, -1, 0), (1, 0, 0), (0, 0, 1))",2,"(0, 2)",4
3548,"((-1, 0, -1), (1, 0, 0), (0, 0, 1))",0,"(0, 1)",4
3549,"((-1, 0, 0), (1, -1, 0), (0, 0, 1))",0,"(0, 1)",4
3550,"((-1, 0, 0), (1, 0, -1), (0, 0, 1))",0,"(0, 1)",4
3551,"((-1, 0, 0), (1, 0, 0), (-1, 0, 1))",2,"(1, 2)",4
3552,"((-1, 0, 0), (1, 0, 0), (0, -1, 1))",2,"(1, 2)",4
3553,"((-1, 0, 0), (1, 0, 0), (0, 0, 1))",0,"(0, 2)",3
3554,"((-1, 0, 0), (1, 0, 0), (0, 0, 0))",0,"(0, 1)",2
3555,"((0, -1, -1), (1, 1, -1), (1, 1, 0))",-2,"(0, 0)",7
3556,"((0, -1, -1), (1, 1, -1), (1, -1, 1))",2,"(0, 0)",8
3557,"((0, -1, -1), (1, 1, -1), (1, 0, 1))",-2,"(0, 0)",7
3558,"((0, -1, -1), (1, 1, -1), (1, 0, 0))",2,"(0, 0)",6
3559,"((0, -1, -1), (1, 1, 0), (1, -1, 1))",-2,"(0, 0)",7
3560,"((0, -1, -1), (1, 1, 0), (1, -1, 0))",2,"(0, 0)",6
3561,"((0, -1, -1), (1, 1, 0), (1, 1, -1))",-2,"(0, 0)",7
3562,"((0, -1, -1), (1, 1, 0), (1, 0, -1))",2,"(0, 0)",6
3563,"((0, -1, -1), (1, 1, 0), (1, 0, 0))",-2,"(0, 0)",5
3564,"((0, -1, -1), (1, 1, -1), (-1, 1, 1))",2,"(0, 0)",8
3565,"((0, -1, -1), (1, 1, -1), (0, 1, 1))",-2,"(0, 0)",7
3566,"((0, -1, -1), (1, 1, -1), (0, 1, 0))",-2,"(0, 0)",6
3567,"((0, -1, -1), (1, 1, 0), (-1, 1, 1))",-2,"(0, 0)",7
3568,"((0, -1, -1), (1, 1, 0), (-1, 1, 0))",2,"(0, 0)",6
3569,"((0, -1, -1), (1, 1, 0), (0, 1, -1))",2,"(1, 2)",6
3570,"((0, -1, -1), (1, 1, 0), (0, 1, 0))",-2,"(0, 0)",5
3571,"((0, -1, -1), (1, 1, -1), (0, 0, 1))",2,"(0, 0)",6
3572,"((0, -1, -1), (1, 1, 0), (-1, 0, 1))",2,"(0, 0)",6
3573,"((0, -1, -1), (1, 1, 0), (0, -1, 1))",2,"(0, 0)",6
3574,"((0, -1, -1), (1, 1, 0), (0, 0, 1))",-2,"(0, 0)",5
3575,"((0, -1, -1), (1, 1, 0), (0, 0, 0))",2,"(0, 0)",4
3576,"((0, -1, 0), (1, 1, -1), (1, -1, 1))",2,"(0, 0)",7
3577,"((0, -1, 0), (1, 1, -1), (1, -1, 0))",2,"(0, 0)",6
3578,"((0, -1, 0), (1, 1, -1), (1, 1, -1))",-2,"(0, 2)",7
3579,"((0, -1, 0), (1, 1, -1), (1, 0, -1))",2,"(0, 0)",6
3580,"((0, -1, 0), (1, 1, -1), (1, 0, 0))",2,"(0, 0)",5
3581,"((0, -1, 0), (1, 1, -1), (-1, 1, 1))",0,"(0, 0)",7
3582,"((0, -1, 0), (1, 1, -1), (-1, 1, 0))",0,"(0, 0)",6
3583,"((0, -1, 0), (1, 1, -1), (0, 1, -1))",0,"(0, 2)",6
3584,"((0, -1, 0), (1, 1, -1), (0, 1, 0))",-2,"(0, 2)",5
3585,"((0, -1, 0), (1, 1, -1), (-1, 0, 1))",2,"(0, 0)",6
3586,"((0, -1, 0), (1, 1, -1), (0, -1, 1))",2,"(0, 0)",6
3587,"((0, -1, 0), (1, 1, -1), (0, 0, 1))",0,"(0, 0)",5
3588,"((0, -1, 0), (1, 1, -1), (0, 0, 0))",2,"(0, 0)",4
3589,"((0, -1, 0), (1, 1, 0), (-1, 1, -1))",2,"(1, 2)",6
3590,"((0, -1, 0), (1, 1, 0), (-1, 1, 0))",0,"(1, 2)",5
3591,"((0, -1, 0), (1, 1, 0), (-1, -1, 1))",2,"(0, 0)",6
3592,"((0, -1, 0), (1, 1, 0), (-1, 0, 1))",2,"(0, 0)",5
3593,"((0, -1, 0), (1, 1, 0), (-1, 0, 0))",2,"(0, 0)",4
3594,"((0, -1, 0), (1, 1, 0), (1, -1, -1))",2,"(0, 0)",6
3595,"((0, -1, 0), (1, 1, 0), (1, -1, 0))",2,"(0, 0)",5
3596,"((0, -1, 0), (1, 1, 0), (0, -1, 1))",2,"(0, 0)",5
3597,"((0, -1, 0), (1, 1, 0), (0, -1, 0))",2,"(0, 0)",4
3598,"((0, -1, 0), (1, 1, 0), (1, 0, -1))",2,"(0, 0)",5
3599,"((0, -1, 0), (1, 1, 0), (0, 1, -1))",0,"(1, 2)",5
3600,"((0, -1, 0), (1, 1, 0), (0, 0, -1))",2,"(0, 0)",4
3601,"((0, -1, 0), (1, 1, 0), (0, 0, 0))",2,"(0, 0)",3
3602,"((0, -1, -1), (1, -1, 1), (1, 1, -1))",2,"(0, 0)",8
3603,"((0, -1, -1), (1, -1, 1), (1, 1, 0))",-2,"(0, 0)",7
3604,"((0, -1, -1), (1, -1, 1), (1, 0, 1))",-2,"(0, 0)",7
3605,"((0, -1, -1), (1, -1, 1), (1, 0, 0))",2,"(0, 0)",6
3606,"((0, -1, -1), (1, 0, 1), (1, -1, 1))",-2,"(0, 0)",7
3607,"((0, -1, -1), (1, 0, 1), (1, -1, 0))",2,"(0, 0)",6
3608,"((0, -1, -1), (1, 0, 1), (1, 1, -1))",-2,"(0, 0)",7
3609,"((0, -1, -1), (1, 0, 1), (1, 0, -1))",2,"(0, 0)",6
3610,"((0, -1, -1), (1, 0, 1), (1, 0, 0))",-2,"(0, 0)",5
3611,"((0, -1, -1), (1, -1, 1), (0, 1, 1))",-2,"(0, 0)",7
3612,"((0, -1, -1), (1, -1, 1), (0, 1, 0))",-2,"(0, 0)",6
3613,"((0, -1, -1), (1, 0, 1), (-1, 1, 1))",-2,"(0, 0)",7
3614,"((0, -1, -1), (1, 0, 1), (-1, 1, 0))",2,"(1, 1)",6
3615,"((0, -1, -1), (1, 0, 1), (0, 1, -1))",2,"(0, 0)",6
3616,"((0, -1, -1), (1, 0, 1), (0, 1, 0))",-2,"(0, 0)",5
3617,"((0, -1, -1), (1, -1, 1), (0, 0, 1))",-2,"(0, 0)",6
3618,"((0, -1, -1), (1, 0, 1), (-1, 0, 1))",2,"(1, 1)",6
3619,"((0, -1, -1), (1, 0, 1), (0, -1, 1))",2,"(1, 1)",6
3620,"((0, -1, -1), (1, 0, 1), (0, 0, 1))",-2,"(0, 0)",5
3621,"((0, -1, -1), (1, 0, 1), (0, 0, 0))",2,"(0, 0)",4
3622,"((0, -1, 0), (1, -1, 1), (1, 1, -1))",-2,"(0, 0)",7
3623,"((0, -1, 0), (1, -1, 1), (1, 0, -1))",2,"(0, 0)",6
3624,"((0, -1, 0), (1, -1, 1), (1, 0, 0))",-2,"(0, 0)",5
3625,"((0, -1, 0), (1, -1, 1), (-1, 1, 1))",-2,"(0, 2)",7
3626,"((0, -1, 0), (1, -1, 1), (-1, 1, 0))",0,"(0, 2)",6
3627,"((0, -1, 0), (1, -1, 1), (0, 1, -1))",0,"(0, 0)",6
3628,"((0, -1, 0), (1, -1, 1), (0, 1, 0))",-2,"(0, 0)",5
3629,"((0, -1, 0), (1, -1, 1), (-1, 0, 1))",2,"(0, 2)",6
3630,"((0, -1, 0), (1, -1, 1), (0, 0, 1))",-2,"(0, 2)",5
3631,"((0, -1, 0), (1, -1, 1), (0, 0, 0))",-2,"(0, 0)",4
3632,"((0, -1, 0), (1, 0, 1), (-1, 1, -1))",2,"(1, 1)",6
3633,"((0, -1, 0), (1, 0, 1), (-1, 1, 0))",0,"(1, 1)",5
3634,"((0, -1, 0), (1, 0, 1), (-1, -1, 1))",2,"(0, 2)",6
3635,"((0, -1, 0), (1, 0, 1), (-1, 0, 1))",2,"(0, 0)",5
3636,"((0, -1, 0), (1, 0, 1), (-1, 0, 0))",2,"(0, 2)",4
3637,"((0, -1, 0), (1, 0, 1), (1, -1, -1))",2,"(0, 0)",6
3638,"((0, -1, 0), (1, 0, 1), (1, -1, 0))",-2,"(1, 1)",5
3639,"((0, -1, 0), (1, 0, 1), (0, -1, 1))",-2,"(1, 1)",5
3640,"((0, -1, 0), (1, 0, 1), (0, -1, 0))",2,"(1, 1)",4
3641,"((0, -1, 0), (1, 0, 1), (1, 0, -1))",2,"(0, 0)",5
3642,"((0, -1, 0), (1, 0, 1), (0, 1, -1))",0,"(1, 1)",5
3643,"((0, -1, 0), (1, 0, 1), (0, 0, -1))",2,"(0, 0)",4
3644,"((0, -1, 0), (1, 0, 1), (0, 0, 0))",-2,"(1, 1)",3
3645,"((0, -1, -1), (1, -1, 0), (1, 1, 0))",2,"(0, 0)",6
3646,"((0, -1, -1), (1, 0, -1), (1, 1, 0))",2,"(0, 0)",6
3647,"((0, -1, -1), (1, 0, 0), (1, 1, -1))",2,"(0, 0)",6
3648,"((0, -1, -1), (1, 0, 0), (1, 1, 0))",-2,"(0, 0)",5
3649,"((0, -1, -1), (1, -1, 0), (1, 0, 1))",2,"(0, 0)",6
3650,"((0, -1, -1), (1, 0, -1), (1, 0, 1))",2,"(0, 0)",6
3651,"((0, -1, -1), (1, 0, 0), (1, -1, 1))",2,"(0, 0)",6
3652,"((0, -1, -1), (1, 0, 0), (1, 0, 1))",-2,"(0, 0)",5
3653,"((0, -1, -1), (1, 0, 0), (1, 0, 0))",2,"(0, 0)",4
3654,"((0, -1, 0), (1, -1, -1), (1, 1, 0))",2,"(0, 0)",6
3655,"((0, -1, 0), (1, -1, 0), (1, 1, -1))",2,"(0, 0)",6
3656,"((0, -1, 0), (1, -1, 0), (1, 1, 0))",2,"(0, 0)",5
3657,"((0, -1, 0), (1, -1, -1), (1, 0, 1))",2,"(0, 0)",6
3658,"((0, -1, 0), (1, -1, 0), (1, 0, 1))",-2,"(2, 1)",5
3659,"((0, -1, 0), (1, -1, 0), (1, 0, 0))",2,"(0, 0)",4
3660,"((0, -1, 0), (1, 0, -1), (1, 1, -1))",2,"(0, 0)",6
3661,"((0, -1, 0), (1, 0, -1), (1, 1, 0))",2,"(0, 0)",5
3662,"((0, -1, 0), (1, 0, -1), (1, -1, 1))",2,"(0, 0)",6
3663,"((0, -1, 0), (1, 0, -1), (1, 0, 1))",2,"(0, 0)",5
3664,"((0, -1, 0), (1, 0, -1), (1, 0, 0))",2,"(0, 0)",4
3665,"((0, -1, 0), (1, 0, 0), (1, -1, 1))",-2,"(0, 0)",5
3666,"((0, -1, 0), (1, 0, 0), (1, -1, 0))",2,"(0, 0)",4
3667,"((0, -1, 0), (1, 0, 0), (1, 1, -1))",-2,"(0, 0)",5
3668,"((0, -1, 0), (1, 0, 0), (1, 0, -1))",2,"(0, 0)",4
3669,"((0, -1, 0), (1, 0, 0), (1, 0, 0))",-2,"(0, 0)",3
3670,"((0, -1, -1), (1, -1, 0), (0, 1, 1))",2,"(2, 0)",6
3671,"((0, -1, -1), (1, 0, -1), (0, 1, 1))",2,"(0, 0)",6
3672,"((0, -1, -1), (1, 0, 0), (-1, 1, 1))",-2,"(0, 0)",6
3673,"((0, -1, -1), (1, 0, 0), (0, 1, 1))",-2,"(0, 0)",5
3674,"((0, -1, -1), (1, 0, 0), (0, 1, 0))",2,"(0, 0)",4
3675,"((0, -1, 0), (1, -1, -1), (0, 1, 1))",2,"(2, 0)",6
3676,"((0, -1, 0), (1, -1, 0), (-1, 1, 1))",0,"(0, 2)",6
3677,"((0, -1, 0), (1, -1, 0), (0, 1, 1))",0,"(2, 0)",5
3678,"((0, -1, 0), (1, -1, 0), (0, 1, 0))",2,"(2, 0)",4
3679,"((0, -1, 0), (1, 0, -1), (-1, 1, 1))",0,"(0, 0)",6
3680,"((0, -1, 0), (1, 0, -1), (0, 1, 1))",0,"(2, 0)",5
3681,"((0, -1, 0), (1, 0, -1), (0, 1, 0))",2,"(2, 0)",4
3682,"((0, -1, 0), (1, 0, 0), (-1, 1, 1))",-2,"(0, 2)",5
3683,"((0, -1, 0), (1, 0, 0), (-1, 1, 0))",0,"(0, 0)",4
3684,"((0, -1, 0), (1, 0, 0), (0, 1, -1))",0,"(0, 0)",4
3685,"((0, -1, 0), (1, 0, 0), (0, 1, 0))",0,"(2, 0)",3
3686,"((0, -1, -1), (1, 0, 0), (0, 0, 1))",2,"(0, 0)",4
3687,"((0, -1, 0), (1, -1, 0), (0, 0, 1))",0,"(2, 1)",4
3688,"((0, -1, 0), (1, 0, -1), (0, 0, 1))",2,"(0, 0)",4
3689,"((0, -1, 0), (1, 0, 0), (-1, 0, 1))",2,"(1, 1)",4
3690,"((0, -1, 0), (1, 0, 0), (0, -1, 1))",2,"(1, 1)",4
3691,"((0, -1, 0), (1, 0, 0), (0, 0, 1))",0,"(1, 1)",3
3692,"((0, -1, 0), (1, 0, 0), (0, 0, 0))",2,"(0, 0)",2
3693,"((0, 0, -1), (1, 1, -1), (1, -1, 1))",0,"(0, 0)",7
3694,"((0, 0, -1), (1, 1, -1), (1, -1, 0))",2,"(0, 0)",6
3695,"((0, 0, -1), (1, 1, -1), (1, 0, 0))",-2,"(0, 0)",5
3696,"((0, 0, -1), (1, 1, -1), (-1, 1, 1))",2,"(0, 0)",7
3697,"((0, 0, -1), (1, 1, -1), (-1, 1, 0))",2,"(0, 1)",6
3698,"((0, 0, -1), (1, 1, -1), (0, 1, 0))",-2,"(0, 1)",5
3699,"((0, 0, -1), (1, 1, -1), (-1, 0, 1))",2,"(0, 0)",6
3700,"((0, 0, -1), (1, 1, -1), (0, -1, 1))",2,"(0, 0)",6
3701,"((0, 0, -1), (1, 1, -1), (0, 0, 1))",0,"(0, 0)",5
3702,"((0, 0, -1), (1, 1, -1), (0, 0, 0))",0,"(2, 2)",4
3703,"((0, 0, -1), (1, 1, 0), (-1, 1, -1))",2,"(0, 1)",6
3704,"((0, 0, -1), (1, 1, 0), (-1, 1, 0))",2,"(0, 0)",5
3705,"((0, 0, -1), (1, 1, 0), (-1, -1, 1))",2,"(0, 0)",6
3706,"((0, 0, -1), (1, 1, 0), (-1, 0, 1))",2,"(0, 0)",5
3707,"((0, 0, -1), (1, 1, 0), (-1, 0, 0))",2,"(0, 0)",4
3708,"((0, 0, -1), (1, 1, 0), (1, -1, -1))",2,"(0, 0)",6
3709,"((0, 0, -1), (1, 1, 0), (1, -1, 0))",2,"(0, 0)",5
3710,"((0, 0, -1), (1, 1, 0), (0, -1, 1))",2,"(0, 0)",5
3711,"((0, 0, -1), (1, 1, 0), (0, -1, 0))",2,"(0, 0)",4
3712,"((0, 0, -1), (1, 1, 0), (1, 0, -1))",-2,"(1, 2)",5
3713,"((0, 0, -1), (1, 1, 0), (0, 1, -1))",-2,"(1, 2)",5
3714,"((0, 0, -1), (1, 1, 0), (0, 0, -1))",2,"(1, 2)",4
3715,"((0, 0, -1), (1, 1, 0), (0, 0, 0))",0,"(1, 2)",3
3716,"((0, 0, -1), (1, -1, 1), (1, -1, 1))",-2,"(0, 1)",7
3717,"((0, 0, -1), (1, -1, 1), (1, -1, 0))",2,"(0, 0)",6
3718,"((0, 0, -1), (1, -1, 1), (1, 1, -1))",-2,"(0, 0)",7
3719,"((0, 0, -1), (1, -1, 1), (1, 0, -1))",2,"(0, 0)",6
3720,"((0, 0, -1), (1, -1, 1), (1, 0, 0))",-2,"(0, 0)",5
3721,"((0, 0, -1), (1, -1, 1), (0, 1, -1))",-2,"(0, 0)",6
3722,"((0, 0, -1), (1, -1, 1), (0, 1, 0))",-2,"(0, 0)",5
3723,"((0, 0, -1), (1, -1, 1), (0, -1, 1))",-2,"(0, 0)",6
3724,"((0, 0, -1), (1, -1, 1), (0, 0, 1))",-2,"(0, 0)",5
3725,"((0, 0, -1), (1, -1, 1), (0, 0, 0))",-2,"(0, 0)",4
3726,"((0, 0, -1), (1, 0, 1), (-1, 1, -1))",2,"(1, 1)",6
3727,"((0, 0, -1), (1, 0, 1), (-1, 1, 0))",-2,"(1, 1)",5
3728,"((0, 0, -1), (1, 0, 1), (-1, -1, 1))",2,"(1, 1)",6
3729,"((0, 0, -1), (1, 0, 1), (-1, 0, 1))",-2,"(1, 1)",5
3730,"((0, 0, -1), (1, 0, 1), (-1, 0, 0))",2,"(1, 1)",4
3731,"((0, 0, -1), (1, 0, 1), (1, -1, -1))",2,"(0, 0)",6
3732,"((0, 0, -1), (1, 0, 1), (1, -1, 0))",2,"(0, 0)",5
3733,"((0, 0, -1), (1, 0, 1), (0, -1, 1))",-2,"(1, 1)",5
3734,"((0, 0, -1), (1, 0, 1), (0, -1, 0))",2,"(0, 0)",4
3735,"((0, 0, -1), (1, 0, 1), (1, 0, -1))",2,"(0, 0)",5
3736,"((0, 0, -1), (1, 0, 1), (0, 1, -1))",-2,"(1, 1)",5
3737,"((0, 0, -1), (1, 0, 1), (0, 0, -1))",2,"(0, 0)",4
3738,"((0, 0, -1), (1, 0, 1), (0, 0, 0))",-2,"(1, 1)",3
3739,"((0, 0, -1), (1, -1, -1), (1, 1, 0))",2,"(0, 0)",6
3740,"((0, 0, -1), (1, -1, 0), (1, 1, -1))",2,"(0, 0)",6
3741,"((0, 0, -1), (1, -1, 0), (1, 1, 0))",2,"(0, 0)",5
3742,"((0, 0, -1), (1, -1, -1), (1, 0, 1))",2,"(0, 0)",6
3743,"((0, 0, -1), (1, -1, 0), (1, -1, 1))",2,"(0, 0)",6
3744,"((0, 0, -1), (1, -1, 0), (1, 0, 1))",2,"(0, 0)",5
3745,"((0, 0, -1), (1, -1, 0), (1, 0, 0))",2,"(0, 0)",4
3746,"((0, 0, -1), (1, 0, -1), (1, 1, 0))",-2,"(2, 2)",5
3747,"((0, 0, -1), (1, 0, -1), (1, -1, 1))",2,"(0, 0)",6
3748,"((0, 0, -1), (1, 0, -1), (1, 0, 1))",2,"(0, 0)",5
3749,"((0, 0, -1), (1, 0, -1), (1, 0, 0))",2,"(0, 0)",4
3750,"((0, 0, -1), (1, 0, 0), (1, -1, 1))",0,"(0, 0)",5
3751,"((0, 0, -1), (1, 0, 0), (1, -1, 0))",2,"(0, 0)",4
3752,"((0, 0, -1), (1, 0, 0), (1, 1, -1))",-2,"(0, 0)",5
3753,"((0, 0, -1), (1, 0, 0), (1, 0, -1))",2,"(0, 0)",4
3754,"((0, 0, -1), (1, 0, 0), (1, 0, 0))",-2,"(0, 0)",3
3755,"((0, 0, -1), (1, -1, -1), (0, 1, 1))",2,"(2, 0)",6
3756,"((0, 0, -1), (1, -1, 0), (0, 1, 1))",-2,"(2, 0)",5
3757,"((0, 0, -1), (1, -1, 0), (0, 1, 0))",2,"(2, 0)",4
3758,"((0, 0, -1), (1, 0, -1), (-1, 1, 1))",2,"(1, 1)",6
3759,"((0, 0, -1), (1, 0, -1), (0, 1, 1))",2,"(0, 0)",5
3760,"((0, 0, -1), (1, 0, -1), (0, 1, 0))",2,"(2, 2)",4
3761,"((0, 0, -1), (1, 0, 0), (-1, 1, 1))",-2,"(0, 0)",5
3762,"((0, 0, -1), (1, 0, 0), (-1, 1, 0))",2,"(1, 1)",4
3763,"((0, 0, -1), (1, 0, 0), (0, 1, -1))",-2,"(0, 0)",4
3764,"((0, 0, -1), (1, 0, 0), (0, 1, 0))",-2,"(0, 0)",3
3765,"((0, 0, -1), (1, -1, 0), (0, 0, 1))",2,"(2, 0)",4
3766,"((0, 0, -1), (1, 0, -1), (0, 0, 1))",2,"(0, 0)",4
3767,"((0, 0, -1), (1, 0, 0), (-1, 0, 1))",2,"(1, 1)",4
3768,"((0, 0, -1), (1, 0, 0), (0, -1, 1))",2,"(0, 0)",4
3769,"((0, 0, -1), (1, 0, 0), (0, 0, 1))",0,"(0, 0)",3
3770,"((0, 0, -1), (1, 0, 0), (0, 0, 0))",2,"(0, 0)",2
3771,"((0, 0, 0), (1, -1, 1), (-1, 1, -1))",-2,"(0, 0)",6
3772,"((0, 0, 0), (1, -1, 1), (-1, 1, 0))",-2,"(0, 0)",5
3773,"((0, 0, 0), (1, -1, 1), (-1, -1, 1))",2,"(0, 2)",6
3774,"((0, 0, 0), (1, -1, 1), (-1, 0, 1))",-2,"(0, 2)",5
3775,"((0, 0, 0), (1, -1, 1), (-1, 0, 0))",-2,"(0, 0)",4
3776,"((0, 0, 0), (1, -1, 1), (1, -1, -1))",2,"(0, 0)",6
3777,"((0, 0, 0), (1, -1, 1), (1, -1, 0))",-2,"(0, 0)",5
3778,"((0, 0, 0), (1, -1, 1), (0, -1, 1))",-2,"(0, 1)",5
3779,"((0, 0, 0), (1, -1, 1), (0, -1, 0))",-2,"(0, 0)",4
3780,"((0, 0, 0), (1, -1, 1), (1, 0, -1))",-2,"(0, 0)",5
3781,"((0, 0, 0), (1, -1, 1), (0, 1, -1))",-2,"(0, 0)",5
3782,"((0, 0, 0), (1, -1, 1), (0, 0, -1))",-2,"(0, 0)",4
3783,"((0, 0, 0), (1, -1, 1), (0, 0, 0))",-2,"(0, 0)",3
3784,"((0, 0, 0), (1, -1, -1), (1, 1, -1))",2,"(0, 0)",6
3785,"((0, 0, 0), (1, -1, -1), (1, 1, 0))",2,"(0, 0)",5
3786,"((0, 0, 0), (1, -1, -1), (1, -1, 1))",2,"(0, 0)",6
3787,"((0, 0, 0), (1, -1, -1), (1, 0, 1))",2,"(0, 0)",5
3788,"((0, 0, 0), (1, -1, -1), (1, 0, 0))",2,"(0, 0)",4
3789,"((0, 0, 0), (1, -1, 0), (1, -1, 1))",-2,"(0, 1)",5
3790,"((0, 0, 0), (1, -1, 0), (1, -1, 0))",2,"(0, 0)",4
